,Balance on goods ;,"Credits, Total goods ;","Credits, Rural goods ;","Credits, Non-rural goods ;","Credits, Net exports of goods under merchanting ;","Credits, Non-monetary gold ;","Debits, Total goods ;","Debits, Consumption goods ;","Debits, Capital goods ;","Debits, Intermediate and other merchandise goods ;","Debits, Non-monetary gold ;",Balance on goods ;,"Credits, Total goods ;","Credits, Rural goods ;","Credits, Non-rural goods ;","Credits, Net exports of goods under merchanting ;","Credits, Non-monetary gold ;","Debits, Total goods ;","Debits, Consumption goods ;","Debits, Capital goods ;","Debits, Intermediate and other merchandise goods ;","Debits, Non-monetary gold ;"
Unit,$ Millions,$ Millions,$ Millions,$ Millions,$ Millions,$ Millions,$ Millions,$ Millions,$ Millions,$ Millions,$ Millions,$ Millions,$ Millions,$ Millions,$ Millions,$ Millions,$ Millions,$ Millions,$ Millions,$ Millions,$ Millions,$ Millions
Series Type,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Trend,Trend,Trend,Trend,Trend,Trend,Trend,Trend,Trend,Trend,Trend
Data Type,FLOW,FLOW,FLOW,FLOW,FLOW,FLOW,FLOW,FLOW,FLOW,FLOW,FLOW,FLOW,FLOW,FLOW,FLOW,FLOW,FLOW,FLOW,FLOW,FLOW,FLOW,FLOW
Frequency,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month
Collection Month,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Series Start,Jul-1971,Jul-1971,Jul-1971,Jul-1971,Jul-1971,Jul-1971,Jul-1971,Jul-1971,Jul-1971,Jul-1971,Jul-1971,Jul-1971,Jul-1971,Jul-1971,Jul-1971,Jul-1971,Jul-1971,Jul-1971,Jul-1971,Jul-1971,Jul-1971,Jul-1971
Series End,Mar-2026,Mar-2026,Mar-2026,Mar-2026,Mar-2026,Mar-2026,Mar-2026,Mar-2026,Mar-2026,Mar-2026,Mar-2026,Mar-2026,Mar-2026,Mar-2026,Mar-2026,Mar-2026,Mar-2026,Mar-2026,Mar-2026,Mar-2026,Mar-2026,Mar-2026
No. Obs,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657
Series ID,A2718594C,A2718577A,A2718580R,A2718587F,A2718599R,A2718602T,A2718603V,A2718605X,A2718612W,A2718619L,A2718634K,A2718674C,A2718657A,A2718660R,A2718667F,A2718679R,A2718682C,A2718683F,A2718685K,A2718692J,A2718699X,A2718714K
